Indicator Name,Indicator Code,Country Name,Country Code,Value_2022
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Guyana,GUY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Haiti,HTI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Honduras,HND,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Hong Kong SAR, China",HKG,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Hungary,HUN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Iceland,ISL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,India,IND,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Indonesia,IDN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Iran, Islamic Rep.",IRN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Iraq,IRQ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ireland,IRL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Isle of Man,IMN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Israel,ISR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Italy,ITA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Jamaica,JAM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Japan,JPN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Jordan,JOR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kazakhstan,KAZ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kenya,KEN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kiribati,KIR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Korea, Dem. People's Rep.",PRK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Korea, Rep.",KOR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kosovo,XKX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kuwait,KWT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kyrgyz Republic,KGZ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lao PDR,LAO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latvia,LVA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lebanon,LBN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lesotho,LSO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liberia,LBR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Libya,LBY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liechtenstein,LIE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lithuania,LTU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Luxembourg,LUX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Macao SAR, China",MAC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Madagascar,MDG,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Malawi,MWI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Malaysia,MYS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Maldives,MDV,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mali,MLI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Malta,MLT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Marshall Islands,MHL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mauritania,MRT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mauritius,MUS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mexico,MEX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Micronesia, Fed. Sts.",FSM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Moldova,MDA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Monaco,MCO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mongolia,MNG,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Montenegro,MNE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Morocco,MAR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mozambique,MOZ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Myanmar,MMR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Namibia,NAM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nauru,NRU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nepal,NPL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Netherlands,NLD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,New Caledonia,NCL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,New Zealand,NZL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nicaragua,NIC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Niger,NER,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nigeria,NGA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North Macedonia,MKD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Northern Mariana Islands,MNP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Norway,NOR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Oman,OMN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pakistan,PAK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Palau,PLW,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Panama,PAN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Papua New Guinea,PNG,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Paraguay,PRY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Peru,PER,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Philippines,PHL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Poland,POL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Portugal,PRT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Puerto Rico,PRI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Qatar,QAT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Romania,ROU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Russian Federation,RUS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Rwanda,RWA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Samoa,WSM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,San Marino,SMR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sao Tome and Principe,STP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Saudi Arabia,SAU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Senegal,SEN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Serbia,SRB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Seychelles,SYC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sierra Leone,SLE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Singapore,SGP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sint Maarten (Dutch part),SXM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovak Republic,SVK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovenia,SVN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Solomon Islands,SLB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Somalia,SOM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Africa,ZAF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Sudan,SSD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Spain,ESP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sri Lanka,LKA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Kitts and Nevis,KNA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Lucia,LCA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Martin (French part),MAF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Vincent and the Grenadines,VCT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sudan,SDN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Suriname,SUR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sweden,SWE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Switzerland,CHE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Syrian Arab Republic,SYR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tajikistan,TJK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tanzania,TZA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Thailand,THA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Timor-Leste,TLS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Togo,TGO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tonga,TON,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Trinidad and Tobago,TTO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tunisia,TUN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkiye,TUR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkmenistan,TKM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turks and Caicos Islands,TCA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tuvalu,TUV,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uganda,UGA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ukraine,UKR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Arab Emirates,ARE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Kingdom,GBR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United States,USA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uruguay,URY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uzbekistan,UZB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vanuatu,VUT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Venezuela, RB",VEN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vietnam,VNM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Virgin Islands (U.S.),VIR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,West Bank and Gaza,PSE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Yemen, Rep.",YEM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zambia,ZMB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zimbabwe,ZWE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Africa Eastern and Southern,AFE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Africa Western and Central,AFW,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Arab World,ARB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Caribbean small states,CSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Central Europe and the Baltics,CEB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Early-demographic dividend,EAR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific,EAS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (excluding high income),EAP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Euro area,EMU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia,ECS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (excluding high income),ECA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,European Union,EUU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Fragile and conflict affected situations,FCS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Heavily indebted poor countries (HIPC),HPC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,High income,HIC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IBRD only,IBD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA & IBRD total,IBT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA blend,IDB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA only,IDX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA total,IDA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Late-demographic dividend,LTE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean,LCN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean (excluding high income),LAC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Least developed countries: UN classification,LDC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low & middle income,LMY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low income,LIC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lower middle income,LMC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa,MEA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (excluding high income),MNA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle income,MIC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North America,NAC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not classified,INX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,OECD members,OED,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Other small states,OSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pacific island small states,PSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Post-demographic dividend,PST,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pre-demographic dividend,PRE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Small states,SST,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia,SAS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia (IDA & IBRD),TSA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa,SSF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Upper middle income,UMC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,World,WLD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Afghanistan,AFG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Albania,ALB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Algeria,DZA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,American Samoa,ASM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Andorra,AND,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Angola,AGO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Antigua and Barbuda,ATG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Argentina,ARG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Armenia,ARM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Aruba,ABW,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Australia,AUS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Austria,AUT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Azerbaijan,AZE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Bahamas, The",BHS,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bahrain,BHR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bangladesh,BGD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Barbados,BRB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Belarus,BLR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Belgium,BEL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Belize,BLZ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Benin,BEN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bermuda,BMU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bhutan,BTN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bolivia,BOL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bosnia and Herzegovina,BIH,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Botswana,BWA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Brazil,BRA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,British Virgin Islands,VGB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Brunei Darussalam,BRN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bulgaria,BGR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Burkina Faso,BFA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Burundi,BDI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cabo Verde,CPV,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cambodia,KHM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cameroon,CMR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Canada,CAN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cayman Islands,CYM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Central African Republic,CAF,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Chad,TCD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Channel Islands,CHI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Chile,CHL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,China,CHN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Colombia,COL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Comoros,COM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Congo, Dem. Rep.",COD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Congo, Rep.",COG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Costa Rica,CRI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cote d'Ivoire,CIV,74.34827423
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Croatia,HRV,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cuba,CUB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Curacao,CUW,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cyprus,CYP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Czechia,CZE,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Denmark,DNK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Djibouti,DJI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Dominica,DMA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Dominican Republic,DOM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ecuador,ECU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Egypt, Arab Rep.",EGY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,El Salvador,SLV,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Equatorial Guinea,GNQ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Eritrea,ERI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Estonia,EST,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Eswatini,SWZ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ethiopia,ETH,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Faroe Islands,FRO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Fiji,FJI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Finland,FIN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,France,FRA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,French Polynesia,PYF,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Gabon,GAB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Gambia, The",GMB,85.74017334
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Georgia,GEO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Germany,DEU,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ghana,GHA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Gibraltar,GIB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Greece,GRC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Greenland,GRL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Grenada,GRD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Guam,GUM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Guatemala,GTM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Guinea,GIN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Guinea-Bissau,GNB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Guyana,GUY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Haiti,HTI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Honduras,HND,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Hong Kong SAR, China",HKG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Hungary,HUN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Iceland,ISL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,India,IND,..
