Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Cuba,CUB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Cuba,CUB,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Cuba,CUB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.815
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Cuba,CUB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..
Cuba,CUB,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Cuba,CUB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cuba,CUB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Cuba,CUB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.72069634
Cuba,CUB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.47046666
Cuba,CUB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.80883701
Curacao,CUW,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Curacao,CUW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Curacao,CUW,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.0179883
Curacao,CUW,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Curacao,CUW,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Curacao,CUW,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Curacao,CUW,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Curacao,CUW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Curacao,CUW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..
Curacao,CUW,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Curacao,CUW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Curacao,CUW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Curacao,CUW,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,17.15259451
Curacao,CUW,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.89763736
Curacao,CUW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.94976813
Cyprus,CYP,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Cyprus,CYP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,21.4163473
Cyprus,CYP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Cyprus,CYP,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Cyprus,CYP,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Cyprus,CYP,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Cyprus,CYP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.688
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,31283.50586
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.619015636
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,49930.86719
Cyprus,CYP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,45960
Cyprus,CYP,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Cyprus,CYP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Cyprus,CYP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Cyprus,CYP,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.92911161
Cyprus,CYP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.24182683
Cyprus,CYP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.82906155
Czechia,CZE,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Czechia,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Czechia,CZE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,32.55856082
Czechia,CZE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Czechia,CZE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Czechia,CZE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Czechia,CZE,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Czechia,CZE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.715
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,27638.37328
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.263309069
Czechia,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,49945.5001
Czechia,CZE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,47780
Czechia,CZE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Czechia,CZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Czechia,CZE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Czechia,CZE,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.95247507
Czechia,CZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.40407258
Czechia,CZE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.64345235
Denmark,DNK,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Denmark,DNK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,32.28664115
Denmark,DNK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Denmark,DNK,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Denmark,DNK,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Denmark,DNK,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Denmark,DNK,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.575
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,66983.132
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.00465121
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,74005.47852
Denmark,DNK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,76810
Denmark,DNK,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Denmark,DNK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Denmark,DNK,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.05972465
Denmark,DNK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.45332488
Denmark,DNK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.48695047
Djibouti,DJI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Djibouti,DJI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.970679573
Djibouti,DJI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Djibouti,DJI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Djibouti,DJI,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Djibouti,DJI,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Djibouti,DJI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,22.621
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3136.11296
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.594747375
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5893.184863
Djibouti,DJI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5780
Djibouti,DJI,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Djibouti,DJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Djibouti,DJI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Djibouti,DJI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.39242146
Djibouti,DJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.07163992
Djibouti,DJI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.535938621
Dominica,DMA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Dominica,DMA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.44213304
Dominica,DMA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Dominica,DMA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Dominica,DMA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Dominica,DMA,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Dominica,DMA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,8414.536593
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.465577001
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13572.97298
Dominica,DMA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13540
Dominica,DMA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Dominica,DMA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Dominica,DMA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Dominica,DMA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.6294896
Dominica,DMA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.84722461
Dominica,DMA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.523285788
Dominican Republic,DOM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Dominican Republic,DOM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.30657606
Dominican Republic,DOM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Dominican Republic,DOM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Dominican Republic,DOM,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Dominican Republic,DOM,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Dominican Republic,DOM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.888
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,10120.55116
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.822256103
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22833.52575
Dominican Republic,DOM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,21910
Dominican Republic,DOM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Dominican Republic,DOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Dominican Republic,DOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Dominican Republic,DOM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.10820664
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.48740959
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.404383773
Ecuador,ECU,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Ecuador,ECU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.77588043
Ecuador,ECU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Ecuador,ECU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Ecuador,ECU,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Ecuador,ECU,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Ecuador,ECU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.752
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6391.282484
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.785208105
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12822.11378
Ecuador,ECU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12630
Ecuador,ECU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Ecuador,ECU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ecuador,ECU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Ecuador,ECU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.69309761
Ecuador,ECU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.4784762
Ecuador,ECU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.828426199
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
"Egypt, Arab Rep.",EGY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.758283143
"Egypt, Arab Rep.",EGY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Egypt, Arab Rep.",EGY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
"Egypt, Arab Rep.",EGY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
"Egypt, Arab Rep.",EGY,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
"Egypt, Arab Rep.",EGY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,38.913
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,4295.407496
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.928456185
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15090.99088
"Egypt, Arab Rep.",EGY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14590
"Egypt, Arab Rep.",EGY,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Egypt, Arab Rep.",EGY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Egypt, Arab Rep.",EGY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
"Egypt, Arab Rep.",EGY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.86094707
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.3052359
"Egypt, Arab Rep.",EGY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.83381703
El Salvador,SLV,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
El Salvador,SLV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
El Salvador,SLV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.38817296
El Salvador,SLV,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
El Salvador,SLV,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
El Salvador,SLV,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
El Salvador,SLV,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
El Salvador,SLV,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.62
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,5127.321668
El Salvador,SLV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.240367876
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11096.2132
El Salvador,SLV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10460
El Salvador,SLV,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
El Salvador,SLV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
El Salvador,SLV,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.41542569
El Salvador,SLV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.36337367
El Salvador,SLV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.221200645
Equatorial Guinea,GNQ,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Equatorial Guinea,GNQ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.351991402
Equatorial Guinea,GNQ,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Equatorial Guinea,GNQ,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Equatorial Guinea,GNQ,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Equatorial Guinea,GNQ,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Equatorial Guinea,GNQ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.249
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,7053.467085
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.655260082
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17396.01797
Equatorial Guinea,GNQ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12850
Equatorial Guinea,GNQ,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Equatorial Guinea,GNQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Equatorial Guinea,GNQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Equatorial Guinea,GNQ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.49121862
Equatorial Guinea,GNQ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.38404259
Equatorial Guinea,GNQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.124738792
Eritrea,ERI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Eritrea,ERI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.066828731
Eritrea,ERI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Eritrea,ERI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Eritrea,ERI,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Eritrea,ERI,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Eritrea,ERI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,72.46
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Eritrea,ERI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..
Eritrea,ERI,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Eritrea,ERI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Eritrea,ERI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Eritrea,ERI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.19655682
Eritrea,ERI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.79019031
Eritrea,ERI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.013252873
Estonia,EST,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Estonia,EST,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,32.6578562
Estonia,EST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Estonia,EST,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Estonia,EST,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Estonia,EST,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Estonia,EST,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.331
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,28332.62909
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.303041826
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46697.35974
Estonia,EST,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,46080
Estonia,EST,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Estonia,EST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..
Estonia,EST,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.40617105
Estonia,EST,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.01462526
Estonia,EST,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.57920369
Eswatini,SWZ,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..
Eswatini,SWZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Eswatini,SWZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.526859053
Eswatini,SWZ,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Eswatini,SWZ,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
